bank_txn_id,utr,bank_date,credit_amount,narration,bank_name,account_number
BNK_TXN_400144,UTR_HDFC_800144,2026-03-06 21:00:00,8290.53,CMS/RAZORPAY/UTR_HDFC_800144/ORD_INV_200144,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400145,UTR_HDFC_800145,2026-03-06 21:45:00,29209.9,CMS/RAZORPAY/UTR_HDFC_800145/ORD_INV_200145,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400146,UTR_HDFC_800146,2026-03-06 22:30:00,35281.57,CMS/RAZORPAY/UTR_HDFC_800146/ORD_INV_200146,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400147,UTR_HDFC_800147,2026-03-06 23:15:00,21246.43,CMS/RAZORPAY/UTR_HDFC_800147/ORD_INV_200147,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400148,UTR_HDFC_800148,2026-03-07 00:00:00,5228.57,CMS/RAZORPAY/UTR_HDFC_800148/ORD_INV_200148,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400149,UTR_HDFC_800149,2026-03-07 00:45:00,12404.7,CMS/RAZORPAY/UTR_HDFC_800149/ORD_INV_200149,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400150,UTR_HDFC_800150,2026-03-07 01:30:00,15239.67,CMS/RAZORPAY/UTR_HDFC_800150/ORD_INV_200150,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400151,UTR_HDFC_800151,2026-03-07 02:15:00,41669.61,CMS/RAZORPAY/UTR_HDFC_800151/ORD_INV_200151,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400152,UTR_HDFC_800152,2026-03-07 03:00:00,4842.74,CMS/RAZORPAY/UTR_HDFC_800152/ORD_INV_200152,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400153,UTR_HDFC_800153,2026-03-07 03:45:00,8093.02,CMS/RAZORPAY/UTR_HDFC_800153/ORD_INV_200153,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400154,UTR_HDFC_800154,2026-03-07 04:30:00,33790.51,UPI/CR/800154/RAZORPAY_PAYMENTS/Karan_Singhania,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400155,UTR_HDFC_800155,2026-03-07 05:15:00,40681.61,CMS/RAZORPAY/UTR_HDFC_800155/ORD_INV_200155,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400156,UTR_HDFC_800156,2026-03-07 06:00:00,11263.01,CMS/RAZORPAY/UTR_HDFC_800156/ORD_INV_200156,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400157,UTR_HDFC_800157,2026-03-07 06:45:00,32239.4,CMS/RZP_STORE_ONLINE/UTR_HDFC_800157/ORD_INV_200157,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400158,UTR_HDFC_800158,2026-03-07 07:30:00,35532.89,CMS/RAZORPAY/UTR_HDFC_800158/ORD_INV_200158,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400159,UTR_HDFC_800159,2026-03-07 08:15:00,24304.21,CMS/RAZORPAY/UTR_HDFC_800159/ORD_INV_200159,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400160,UTR_HDFC_800160,2026-03-07 09:00:00,8259.33,CMS/RAZORPAY/UTR_HDFC_800160/ORD_INV_200160,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400161,UTR_HDFC_800161,2026-03-07 09:45:00,43894.78,CMS/RAZORPAY/UTR_HDFC_800161/ORD_INV_200161,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400162,UTR_HDFC_800162,2026-03-07 10:30:00,34636.98,CMS/RAZORPAY/UTR_HDFC_800162/ORD_INV_200162,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400163,UTR_HDFC_800163,2026-03-07 11:15:00,21717.86,CMS/RAZORPAY/UTR_HDFC_800163/ORD_INV_200163,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400164,UTR_HDFC_800164,2026-03-07 12:00:00,8877.76,CMS/RAZORPAY/REF#C_800164/ORD-200164,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400165,UTR_HDFC_800165,2026-03-07 12:45:00,28199.45,CMS/RAZORPAY/UTR_HDFC_800165/ORD_INV_200165,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400166,UTR_HDFC_800166,2026-03-07 13:30:00,18235.19,CMS/RAZORPAY/UTR_HDFC_800166/ORD_INV_200166,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400167,UTR_HDFC_800167,2026-03-07 14:15:00,38978.69,CMS/RAZORPAY/UTR_HDFC_800167/ORD_INV_200167,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400168,UTR_HDFC_800168,2026-03-07 15:00:00,35603.71,CMS/RAZORPAY/UTR_HDFC_800168/ORD_INV_200168,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400169,UTR_HDFC_800169,2026-03-07 15:45:00,19193.88,CMS/RAZORPAY/UTR_HDFC_800169/ORD_INV_200169,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400170,UTR_HDFC_800170,2026-03-07 16:30:00,31297.82,CMS/RAZORPAY/UTR_HDFC_800170/ORD_INV_200170,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400171,UTR_HDFC_800171,2026-03-07 17:15:00,13719.26,CMS/RAZORPAY/UTR_HDFC_800171/ORD_INV_200171,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400172,UTR_HDFC_800172,2026-03-07 18:00:00,32901.32,CMS/RAZORPAY/UTR_HDFC_800172/ORD_INV_200172,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400173,UTR_HDFC_800173,2026-03-07 18:45:00,38954.47,CMS/RAZORPAY/UTR_HDFC_800173/ORD_INV_200173,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400174,UTR_HDFC_800174,2026-03-07 19:30:00,21000.86,CMS/RAZORPAY/UTR_HDFC_800174/ORD_INV_200174,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400175,UTR_HDFC_800175,2026-03-07 20:15:00,27261.9,CMS/RAZORPAY/UTR_HDFC_800175/ORD_INV_200175,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400176,UTR_HDFC_800176,2026-03-07 21:00:00,39454.78,CMS/RAZORPAY/UTR_HDFC_800176/ORD_INV_200176,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400177,UTR_HDFC_800177,2026-03-07 21:45:00,16687.32,CMS/RAZORPAY/UTR_HDFC_800177/ORD_INV_200177,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400178,UTR_HDFC_800178,2026-03-07 22:30:00,22876.32,CMS/RAZORPAY/UTR_HDFC_800178/ORD_INV_200178,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400179,UTR_HDFC_800179,2026-03-07 23:15:00,30125.51,CMS/RAZORPAY/UTR_HDFC_800179/ORD_INV_200179,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400180,UTR_HDFC_800180,2026-03-08 00:00:00,16340.62,CMS/RAZORPAY/UTR_HDFC_800180/ORD_INV_200180,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400181,UTR_HDFC_800181,2026-03-08 00:45:00,21957.52,CMS/RAZORPAY/UTR_HDFC_800181/ORD_INV_200181,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400182,UTR_HDFC_800182,2026-03-08 01:30:00,3786.83,CMS/RAZORPAY/UTR_HDFC_800182/ORD_INV_200182,Axis Bank Ltd,XXXX-XXXX-8921
BNK_ORPHAN_183,UTR_EXTRA_CREDIT_183,2026-03-08 02:15:00,14250.0,DIRECT_CUSTOMER_NEFT_TRANSFER/NO_GATEWAY_RECORD,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400183,UTR_HDFC_800183,2026-03-08 02:15:00,40083.92,CMS/RAZORPAY/UTR_HDFC_800183/ORD_INV_200183,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400184,UTR_HDFC_800184,2026-03-08 03:00:00,14499.07,CMS/RAZORPAY/UTR_HDFC_800184/ORD_INV_200184,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400186,UTR_HDFC_800186,2026-03-08 04:30:00,27864.73,CMS/RAZORPAY/UTR_HDFC_800186/ORD_INV_200186,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400187,UTR_HDFC_800187,2026-03-08 05:15:00,38875.24,CMS/RAZORPAY/UTR_HDFC_800187/ORD_INV_200187,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400188,UTR_HDFC_800188,2026-03-08 06:00:00,1857.18,CMS/RAZORPAY/UTR_HDFC_800188/ORD_INV_200188,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400189,UTR_HDFC_800189,2026-03-08 06:45:00,21865.85,CMS/RAZORPAY/UTR_HDFC_800189/ORD_INV_200189,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400190,UTR_HDFC_800190,2026-03-08 07:30:00,17962.28,CMS/RAZORPAY/UTR_HDFC_800190/ORD_INV_200190,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400191,UTR_HDFC_800191,2026-03-08 08:15:00,33001.69,CMS/RAZORPAY/UTR_HDFC_800191/ORD_INV_200191,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400192,UTR_HDFC_800192,2026-03-08 09:00:00,30972.51,CMS/RAZORPAY/UTR_HDFC_800192/ORD_INV_200192,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400193,UTR_HDFC_800193,2026-03-08 09:45:00,36857.94,CMS/RAZORPAY/UTR_HDFC_800193/ORD_INV_200193,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400194,UTR_HDFC_800194,2026-03-08 10:30:00,7962.68,CMS/RAZORPAY/UTR_HDFC_800194/ORD_INV_200194,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400195,UTR_HDFC_800195,2026-03-08 11:15:00,41678.76,CMS/RAZORPAY/UTR_HDFC_800195/ORD_INV_200195,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400196,UTR_HDFC_800196,2026-03-08 12:00:00,38637.56,CMS/RAZORPAY/UTR_HDFC_800196/ORD_INV_200196,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400197,UTR_HDFC_800197,2026-03-08 12:45:00,4882.0,CMS/RAZORPAY/UTR_HDFC_800197/ORD_INV_200197,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400198,UTR_HDFC_800198,2026-03-08 13:30:00,27784.76,CMS/RAZORPAY/UTR_HDFC_800198/ORD_INV_200198,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400199,UNKNOWN,2026-03-08 14:15:00,41756.39,MISC_CREDIT_ENTRY/REFERENCE_UNREADABLE,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400200,UTR_HDFC_800200,2026-03-08 15:00:00,18526.4,CMS/RAZORPAY/UTR_HDFC_800200/ORD_INV_200200,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400201,UTR_HDFC_800201,2026-03-08 15:45:00,3888.36,CMS/RAZORPAY/UTR_HDFC_800201/ORD_INV_200201,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400202,UTR_HDFC_800202,2026-03-08 16:30:00,17902.82,CMS/RAZORPAY/UTR_HDFC_800202/ORD_INV_200202,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400203,UTR_HDFC_800203,2026-03-08 17:15:00,12821.63,CMS/RAZORPAY/UTR_HDFC_800203/ORD_INV_200203,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400204,UTR_HDFC_800204,2026-03-08 18:00:00,9128.82,CMS/RAZORPAY/UTR_HDFC_800204/ORD_INV_200204,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400205,UTR_HDFC_800205,2026-03-08 18:45:00,22788.79,CMS/RAZORPAY/UTR_HDFC_800205/ORD_INV_200205,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400206,UTR_HDFC_800206,2026-03-08 19:30:00,21163.18,CMS/RAZORPAY/UTR_HDFC_800206/ORD_INV_200206,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400207,UTR_HDFC_800207,2026-03-08 20:15:00,7955.01,CMS/RAZORPAY/UTR_HDFC_800207/ORD_INV_200207,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400208,UTR_HDFC_800208,2026-03-08 21:00:00,22221.45,CMS/RAZORPAY/UTR_HDFC_800208/ORD_INV_200208,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400209,UTR_HDFC_800209,2026-03-08 21:45:00,4544.88,CMS/RAZORPAY/UTR_HDFC_800209/ORD_INV_200209,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400210,UTR_HDFC_800210,2026-03-08 22:30:00,9923.18,CMS/RAZORPAY/UTR_HDFC_800210/ORD_INV_200210,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400211,UTR_HDFC_800211,2026-03-08 23:15:00,803.5,CMS/RAZORPAY/UTR_HDFC_800211/ORD_INV_200211,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400212,UTR_HDFC_800212,2026-03-09 00:00:00,37632.74,CMS/RAZORPAY/UTR_HDFC_800212/ORD_INV_200212,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400213,UTR_HDFC_800213,2026-03-10 00:45:00,19993.51,CMS/RAZORPAY/UTR_HDFC_800213/ORD_INV_200213,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400214,UTR_HDFC_800214,2026-03-09 01:30:00,4468.28,CMS/RAZORPAY/UTR_HDFC_800214/ORD_INV_200214,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400215,UTR_HDFC_800215,2026-03-09 02:15:00,40577.15,CMS/RAZORPAY/UTR_HDFC_800215/ORD_INV_200215,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400216,UTR_HDFC_800216,2026-03-11 03:00:00,4911.79,CMS/RAZORPAY/UTR_HDFC_800216/ORD_INV_200216,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400217,UTR_HDFC_800215,2026-03-09 03:45:00,30493.34,CMS/RAZORPAY/UTR_HDFC_800217/ORD_INV_200217,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400218,UTR_HDFC_800218,2026-03-09 04:30:00,32742.84,CMS/RAZORPAY/UTR_HDFC_800218/ORD_INV_200218,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400219,UTR_HDFC_800219,2026-03-09 05:15:00,40924.18,CMS/RAZORPAY/UTR_HDFC_800219/ORD_INV_200219,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400220,UTR_HDFC_800220,2026-03-09 06:00:00,42852.53,CMS/RAZORPAY/UTR_HDFC_800220/ORD_INV_200220,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400221,UTR_HDFC_800221,2026-03-09 06:45:00,12778.83,CMS/RAZORPAY/UTR_HDFC_800221/ORD_INV_200221/REFUND_PARTIAL_5667.72,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400222,UTR_HDFC_800222,2026-03-09 07:30:00,24338.07,CMS/RAZORPAY/UTR_HDFC_800222/ORD_INV_200222,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400223,UTR_HDFC_800223,2026-03-09 08:15:00,3786.32,CMS/RAZORPAY/UTR_HDFC_800223/ORD_INV_200223,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400224,UTR_HDFC_800224,2026-03-09 09:00:00,22685.25,CMS/RAZORPAY/UTR_HDFC_800224/ORD_INV_200224,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400225,UTR_HDFC_800225,2026-03-09 09:45:00,42767.47,CMS/RAZORPAY/UTR_HDFC_800225/ORD_INV_200225,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400226,UTR_HDFC_800226,2026-03-09 10:30:00,15776.02,CMS/RAZORPAY/UTR_HDFC_800226/ORD_INV_200226,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400228,UTR_HDFC_800228,2026-03-09 12:00:00,857.33,CMS/RAZORPAY/UTR_HDFC_800228/ORD_INV_200228,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400229,UTR_HDFC_800229,2026-03-09 12:45:00,8894.91,CMS/RAZORPAY/UTR_HDFC_800229/ORD_INV_200229,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400230,UTR_HDFC_800230,2026-03-09 13:30:00,22356.0,CMS/RAZORPAY/UTR_HDFC_800230/ORD_INV_200230,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400231,UTR_HDFC_800231,2026-03-09 14:15:00,10115.81,CMS/RAZORPAY/UTR_HDFC_800231/ORD_INV_200231,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400232,UTR_HDFC_800232,2026-03-09 15:00:00,14933.7,CMS/RAZORPAY/UTR_HDFC_800232/ORD_INV_200232,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400233,UTR_HDFC_800233,2026-03-09 15:45:00,40285.71,CMS/RAZORPAY/UTR_HDFC_800233/ORD_INV_200233,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400234,UTR_HDFC_800234,2026-03-09 16:30:00,14953.09,CMS/RAZORPAY/UTR_HDFC_800234/ORD_INV_200234/CB_RESERVE_HOLD,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400235,UTR_HDFC_800235,2026-03-09 17:15:00,19440.42,CMS/RAZORPAY/UTR_HDFC_800235/ORD_INV_200235,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400236,UTR_HDFC_800236,2026-03-09 18:00:00,43368.9,CMS/RAZORPAY/UTR_HDFC_800236/ORD_INV_200236,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400237,UTR_HDFC_800237,2026-03-09 18:45:00,11794.98,CMS/RAZORPAY/UTR_HDFC_800237/ORD_INV_200237,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400238,UTR_HDFC_800238,2026-03-09 19:30:00,35833.62,CMS/RAZORPAY/UTR_HDFC_800238/ORD_INV_200238,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400239,UTR_HDFC_800239,2026-03-09 20:15:00,14124.47,CMS/RAZORPAY/UTR_HDFC_800239/ORD_INV_200239,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400240,UTR_HDFC_800240,2026-03-09 21:00:00,15655.02,CMS/RAZORPAY/UTR_HDFC_800240/ORD_INV_200240,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400241,UTR_HDFC_800241,2026-03-09 21:45:00,14633.76,CMS/RAZORPAY/UTR_HDFC_800241/ORD_INV_200241,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400242,UTR_HDFC_800242,2026-03-09 22:30:00,20608.43,CMS/RAZORPAY/UTR_HDFC_800242/ORD_INV_200242,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400243,UTR_HDFC_800243,2026-03-09 23:15:00,17377.97,CMS/RAZORPAY/UTR_HDFC_800243/ORD_INV_200243,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400245,UTR_HDFC_800245,2026-03-10 00:45:00,38289.45,CMS/RAZORPAY/UTR_HDFC_800245/ORD_INV_200245,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400246,UTR_HDFC_800246,2026-03-10 01:30:00,2520.64,CMS/RAZORPAY/UTR_HDFC_800246/ORD_INV_200246,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400247,UTR_HDFC_800247,2026-03-10 02:15:00,33953.12,CMS/RAZORPAY/UTR_HDFC_800247/ORD_INV_200247,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400248,UTR_HDFC_800248,2026-03-10 03:00:00,29766.15,CMS/RAZORPAY/UTR_HDFC_800248/ORD_INV_200248,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400249,UTR_HDFC_800249,2026-03-10 03:45:00,19630.23,CMS/RAZORPAY/UTR_HDFC_800249/ORD_INV_200249,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400250,UTR_HDFC_800250,2026-03-10 04:30:00,11501.35,CMS/RAZORPAY/UTR_HDFC_800250/ORD_INV_200250,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400251,UTR_HDFC_800251,2026-03-10 05:15:00,36584.16,CMS/RAZORPAY/UTR_HDFC_800251/ORD_INV_200251,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400252,UTR_HDFC_800252,2026-03-10 06:00:00,35858.05,CMS/RAZORPAY/UTR_HDFC_800252/ORD_INV_200252,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400253,UTR_HDFC_800253,2026-03-10 06:45:00,12650.52,CMS/RAZORPAY/UTR_HDFC_800253/ORD_INV_200253,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400254,UTR_HDFC_800254,2026-03-10 07:30:00,2504.74,CMS/RAZORPAY/UTR_HDFC_800254/ORD_INV_200254,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400255,UTR_HDFC_800255,2026-03-10 08:15:00,15085.17,CMS/RAZORPAY/UTR_HDFC_800255/ORD_INV_200255,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400256,UTR_HDFC_800256,2026-03-10 09:00:00,22677.63,CMS/RAZORPAY/UTR_HDFC_800256/ORD_INV_200256,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400257,UTR_HDFC_800257,2026-03-10 09:45:00,41799.99,CMS/RAZORPAY/UTR_HDFC_800257/ORD_INV_200257,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400258,UTR_HDFC_800258,2026-03-10 10:30:00,35314.67,CMS/RAZORPAY/UTR_HDFC_800258/ORD_INV_200258,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400259,UTR_HDFC_800259,2026-03-10 11:15:00,22054.56,CMS/RAZORPAY/UTR_HDFC_800259/ORD_INV_200259,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400260,UTR_HDFC_800260,2026-03-10 12:00:00,32235.34,CMS/RAZORPAY/UTR_HDFC_800260/ORD_INV_200260,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400261,UTR_HDFC_800261,2026-03-10 12:45:00,34401.68,CMS/RAZORPAY/UTR_HDFC_800261/ORD_INV_200261/CORP_INTL_CARD_3.5PCT,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400262,UTR_HDFC_800262,2026-03-10 13:30:00,29269.11,CMS/RAZORPAY/UTR_HDFC_800262/ORD_INV_200262,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400263,UTR_HDFC_800263,2026-03-10 14:15:00,21758.11,CMS/RAZORPAY/UTR_HDFC_800263/ORD_INV_200263,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400264,UTR_HDFC_800264,2026-03-10 15:00:00,23442.87,CMS/RAZORPAY/UTR_HDFC_800264/ORD_INV_200264,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400265,UTR_HDFC_800265,2026-03-10 15:45:00,3692.26,CMS/RAZORPAY/UTR_HDFC_800265/ORD_INV_200265,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400266,UTR_HDFC_800266,2026-03-10 16:30:00,24824.48,CMS/RAZORPAY/UTR_HDFC_800266/ORD_INV_200266,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400267,UTR_HDFC_800267,2026-03-10 17:15:00,30290.91,CMS/RAZORPAY/UTR_HDFC_800267/ORD_INV_200267,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400268,UTR_HDFC_800268,2026-03-10 18:00:00,5316.07,CMS/RAZORPAY/UTR_HDFC_800268/ORD_INV_200268,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400269,UTR_HDFC_800269,2026-03-10 18:45:00,8947.87,CMS/RAZORPAY/UTR_HDFC_800269/ORD_INV_200269,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400270,UTR_HDFC_800270,2026-03-10 19:30:00,14914.27,CMS/RAZORPAY/UTR_HDFC_800270/ORD_INV_200270,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400271,UTR_HDFC_800271,2026-03-10 20:15:00,31361.76,CMS/RAZORPAY/UTR_HDFC_800271/ORD_INV_200271,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400272,UTR_HDFC_800272,2026-03-10 21:00:00,23592.62,CMS/RAZORPAY/UTR_HDFC_800272/ORD_INV_200272,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400273,UTR_HDFC_800273,2026-03-10 21:45:00,32496.42,CMS/RAZORPAY/UTR_HDFC_800273/ORD_INV_200273/NEFT_BANK_HANDLING_CHRG,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400274,UTR_HDFC_800274,2026-03-10 22:30:00,1369.06,CMS/RAZORPAY/UTR_HDFC_800274/ORD_INV_200274,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400275,UTR_HDFC_800275,2026-03-10 23:15:00,8842.32,CMS/RAZORPAY/UTR_HDFC_800275/ORD_INV_200275,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400276,UTR_HDFC_800276,2026-03-11 00:00:00,20320.11,CMS/RAZORPAY/UTR_HDFC_800276/ORD_INV_200276,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400277,UTR_HDFC_800277,2026-03-11 00:45:00,36570.64,CMS/RAZORPAY/UTR_HDFC_800277/ORD_INV_200277,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400278,UTR_HDFC_800278,2026-03-11 01:30:00,998.83,CMS/RAZORPAY/UTR_HDFC_800278/ORD_INV_200278,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400279,UTR_HDFC_800279,2026-03-11 02:15:00,3296.01,CMS/RAZORPAY/UTR_HDFC_800279/ORD_INV_200279,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400280,UTR_HDFC_800280,2026-03-11 03:00:00,7262.76,CMS/RAZORPAY/UTR_HDFC_800280/ORD_INV_200280,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400281,UTR_HDFC_800281,2026-03-11 03:45:00,24278.85,CMS/RAZORPAY/UTR_HDFC_800281/ORD_INV_200281,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400282,UTR_HDFC_800282,2026-03-11 04:30:00,29444.86,CMS/RAZORPAY/UTR_HDFC_800282/ORD_INV_200282,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400283,UTR_HDFC_800283,2026-03-11 05:15:00,30837.58,CMS/RAZORPAY/UTR_HDFC_800283/ORD_INV_200283,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400284,UTR_HDFC_800284,2026-03-11 06:00:00,6618.49,CMS/RAZORPAY/UTR_HDFC_800284/ORD_INV_200284,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400285,UTR_HDFC_800285,2026-03-11 06:45:00,14794.55,CMS/RAZORPAY/UTR_HDFC_800285/ORD_INV_200285,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400286,UTR_HDFC_800286,2026-03-11 07:30:00,38537.61,CMS/RAZORPAY/UTR_HDFC_800286/ORD_INV_200286,Axis Bank Ltd,XXXX-XXXX-8921
