bank_txn_id,utr,bank_date,credit_amount,narration,bank_name,account_number
BNK_TXN_400144,UTR_HDFC_800144,2026-03-06 21:00:00,19241.73,CMS/RAZORPAY/UTR_HDFC_800144/ORD_INV_200144,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400145,UTR_HDFC_800145,2026-03-06 21:45:00,19327.35,CMS/RAZORPAY/UTR_HDFC_800145/ORD_INV_200145,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400146,UTR_HDFC_800146,2026-03-06 22:30:00,20608.5,CMS/RAZORPAY/UTR_HDFC_800146/ORD_INV_200146,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400147,UTR_HDFC_800147,2026-03-06 23:15:00,37473.25,CMS/RAZORPAY/UTR_HDFC_800147/ORD_INV_200147,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400148,UTR_HDFC_800148,2026-03-07 00:00:00,10973.27,CMS/RAZORPAY/UTR_HDFC_800148/ORD_INV_200148,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400149,UTR_HDFC_800149,2026-03-07 00:45:00,15007.38,CMS/RAZORPAY/UTR_HDFC_800149/ORD_INV_200149,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400150,UTR_HDFC_800150,2026-03-07 01:30:00,21597.09,CMS/RAZORPAY/UTR_HDFC_800150/ORD_INV_200150,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400151,UTR_HDFC_800151,2026-03-07 02:15:00,12533.8,CMS/RAZORPAY/UTR_HDFC_800151/ORD_INV_200151,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400152,UTR_HDFC_800152,2026-03-07 03:00:00,22864.76,CMS/RAZORPAY/UTR_HDFC_800152/ORD_INV_200152,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400153,UTR_HDFC_800153,2026-03-07 03:45:00,31734.29,CMS/RAZORPAY/UTR_HDFC_800153/ORD_INV_200153,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400154,UTR_HDFC_800154,2026-03-07 04:30:00,30449.73,CMS/RAZORPAY/UTR_HDFC_800154/ORD_INV_200154,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400155,UTR_HDFC_800155,2026-03-07 05:15:00,4398.51,CMS/RAZORPAY/UTR_HDFC_800155/ORD_INV_200155,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400156,UTR_HDFC_800156,2026-03-07 06:00:00,13691.18,CMS/RAZORPAY/UTR_HDFC_800156/ORD_INV_200156,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400157,UTR_HDFC_800157,2026-03-07 06:45:00,24471.09,CMS/RAZORPAY/UTR_HDFC_800157/ORD_INV_200157,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400158,UTR_HDFC_800158,2026-03-07 07:30:00,15679.36,CMS/RAZORPAY/UTR_HDFC_800158/ORD_INV_200158,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400159,UTR_HDFC_800159,2026-03-07 08:15:00,11302.0,CMS/RAZORPAY/UTR_HDFC_800159/ORD_INV_200159,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400160,UTR_HDFC_800160,2026-03-07 09:00:00,5553.88,CMS/RAZORPAY/UTR_HDFC_800160/ORD_INV_200160,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400161,UTR_HDFC_800161,2026-03-07 09:45:00,9775.3,CMS/RAZORPAY/UTR_HDFC_800161/ORD_INV_200161,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400162,UTR_HDFC_800162,2026-03-07 10:30:00,43088.33,CMS/RAZORPAY/UTR_HDFC_800162/ORD_INV_200162,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400163,UTR_HDFC_800163,2026-03-07 11:15:00,16074.8,CMS/RAZORPAY/UTR_HDFC_800163/ORD_INV_200163,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400164,UTR_HDFC_800164,2026-03-07 12:00:00,12300.69,CMS/RAZORPAY/UTR_HDFC_800164/ORD_INV_200164,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400165,UTR_HDFC_800165,2026-03-07 12:45:00,30746.54,CMS/RAZORPAY/UTR_HDFC_800165/ORD_INV_200165,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400166,UTR_HDFC_800166,2026-03-07 13:30:00,38389.06,CMS/RAZORPAY/UTR_HDFC_800166/ORD_INV_200166,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400167,UTR_HDFC_800167,2026-03-07 14:15:00,21211.89,CMS/RAZORPAY/UTR_HDFC_800167/ORD_INV_200167,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400168,UTR_HDFC_800168,2026-03-07 15:00:00,11348.86,CMS/RAZORPAY/UTR_HDFC_800168/ORD_INV_200168,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400169,UTR_HDFC_800169,2026-03-07 15:45:00,17811.09,CMS/RAZORPAY/UTR_HDFC_800169/ORD_INV_200169,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400170,UTR_HDFC_800170,2026-03-07 16:30:00,6956.47,CMS/RAZORPAY/UTR_HDFC_800170/ORD_INV_200170,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400171,UTR_HDFC_800171,2026-03-07 17:15:00,43672.85,CMS/RAZORPAY/UTR_HDFC_800171/ORD_INV_200171,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400172,UTR_HDFC_800172,2026-03-07 18:00:00,4882.0,CMS/RAZORPAY/UTR_HDFC_800172/ORD_INV_200172,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400173,UTR_HDFC_800173,2026-03-07 18:45:00,19982.48,CMS/RAZORPAY/UTR_HDFC_800173/ORD_INV_200173,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400174,UNKNOWN,2026-03-07 19:30:00,13535.18,MISC_CREDIT_ENTRY/REFERENCE_UNREADABLE,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400175,UTR_HDFC_800175,2026-03-07 20:15:00,41653.12,CMS/RAZORPAY/UTR_HDFC_800175/ORD_INV_200175,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400176,UTR_HDFC_800176,2026-03-07 21:00:00,29133.94,CMS/RAZORPAY/UTR_HDFC_800176/ORD_INV_200176,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400177,UTR_HDFC_800177,2026-03-07 21:45:00,24406.53,CMS/RAZORPAY/UTR_HDFC_800177/ORD_INV_200177,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400178,UTR_HDFC_800178,2026-03-07 22:30:00,19982.02,CMS/RAZORPAY/UTR_HDFC_800178/ORD_INV_200178,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400179,UTR_HDFC_800179,2026-03-07 23:15:00,1764.71,CMS/RAZORPAY/UTR_HDFC_800179/ORD_INV_200179,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400180,UTR_HDFC_800180,2026-03-08 00:00:00,3444.92,CMS/RAZORPAY/UTR_HDFC_800180/ORD_INV_200180,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400181,UTR_HDFC_800181,2026-03-08 00:45:00,18876.2,CMS/RAZORPAY/UTR_HDFC_800181/ORD_INV_200181,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400182,UTR_HDFC_800182,2026-03-08 01:30:00,39945.08,CMS/RAZORPAY/UTR_HDFC_800182/ORD_INV_200182,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400183,UTR_HDFC_800183,2026-03-09 02:15:00,7575.35,CMS/RAZORPAY/UTR_HDFC_800183/ORD_INV_200183,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400184,UTR_HDFC_800184,2026-03-08 03:00:00,19487.19,CMS/RAZORPAY/UTR_HDFC_800184/ORD_INV_200184,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400185,UTR_HDFC_800185,2026-03-08 03:45:00,41438.89,CMS/RAZORPAY/UTR_HDFC_800185/ORD_INV_200185,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400186,UTR_HDFC_800186,2026-03-08 04:30:00,19426.38,CMS/RAZORPAY/UTR_HDFC_800186/ORD_INV_200186,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400187,UTR_HDFC_800187,2026-03-08 05:15:00,32364.67,CMS/RAZORPAY/UTR_HDFC_800187/ORD_INV_200187,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400188,UTR_HDFC_800188,2026-03-08 06:00:00,4323.25,CMS/RAZORPAY/UTR_HDFC_800188/ORD_INV_200188,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400189,UTR_HDFC_800189,2026-03-08 06:45:00,43919.36,CMS/RAZORPAY/UTR_HDFC_800189/ORD_INV_200189,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400190,UTR_HDFC_800190,2026-03-08 07:30:00,33610.44,CMS/RAZORPAY/UTR_HDFC_800190/ORD_INV_200190,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400191,UTR_HDFC_800191,2026-03-08 08:15:00,40279.09,CMS/RAZORPAY/UTR_HDFC_800191/ORD_INV_200191,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400192,UTR_HDFC_800192,2026-03-08 09:00:00,28015.99,CMS/RAZORPAY/UTR_HDFC_800192/ORD_INV_200192,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400193,UTR_HDFC_800193,2026-03-08 09:45:00,15511.54,CMS/RAZORPAY/UTR_HDFC_800193/ORD_INV_200193,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400194,UTR_HDFC_800194,2026-03-10 10:30:00,37735.69,CMS/RAZORPAY/UTR_HDFC_800194/ORD_INV_200194,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400195,UTR_HDFC_800195,2026-03-08 11:15:00,12906.95,CMS/RAZORPAY/UTR_HDFC_800195/ORD_INV_200195,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400196,UTR_HDFC_800196,2026-03-08 12:00:00,20170.45,CMS/RAZORPAY/UTR_HDFC_800196/ORD_INV_200196,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400197,UTR_HDFC_800197,2026-03-08 12:45:00,5395.49,CMS/RAZORPAY/UTR_HDFC_800197/ORD_INV_200197,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400198,UTR_HDFC_800198,2026-03-08 13:30:00,29013.28,CMS/RAZORPAY/UTR_HDFC_800198/ORD_INV_200198,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400199,UTR_HDFC_800199,2026-03-08 14:15:00,2704.84,CMS/RAZORPAY/UTR_HDFC_800199/ORD_INV_200199,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400200,UTR_HDFC_800200,2026-03-08 15:00:00,27607.22,CMS/RAZORPAY/UTR_HDFC_800200/ORD_INV_200200,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400201,UTR_HDFC_800201,2026-03-08 15:45:00,24285.67,CMS/RAZORPAY/UTR_HDFC_800201/ORD_INV_200201,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400202,UTR_HDFC_800202,2026-03-08 16:30:00,5635.46,CMS/RAZORPAY/UTR_HDFC_800202/ORD_INV_200202,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400203,UTR_HDFC_800203,2026-03-08 17:15:00,13889.28,CMS/RAZORPAY/UTR_HDFC_800203/ORD_INV_200203,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400204,UTR_HDFC_800204,2026-03-08 18:00:00,4405.31,CMS/RAZORPAY/UTR_HDFC_800204/ORD_INV_200204,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400205,UTR_HDFC_800205,2026-03-08 18:45:00,28579.47,CMS/RAZORPAY/UTR_HDFC_800205/ORD_INV_200205,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400206,UTR_HDFC_800206,2026-03-08 19:30:00,22526.66,CMS/RAZORPAY/UTR_HDFC_800206/ORD_INV_200206,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400207,UTR_HDFC_800207,2026-03-08 20:15:00,43076.74,CMS/RAZORPAY/UTR_HDFC_800207/ORD_INV_200207,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400208,UTR_HDFC_800208,2026-03-08 21:00:00,17064.66,CMS/RAZORPAY/UTR_HDFC_800208/ORD_INV_200208,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400209,UTR_HDFC_800209,2026-03-08 21:45:00,38010.08,CMS/RAZORPAY/UTR_HDFC_800209/ORD_INV_200209,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400210,UTR_HDFC_800210,2026-03-08 22:30:00,41071.48,CMS/RAZORPAY/UTR_HDFC_800210/ORD_INV_200210,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400211,UTR_HDFC_800211,2026-03-08 23:15:00,12672.46,CMS/RAZORPAY/UTR_HDFC_800211/ORD_INV_200211,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400212,UTR_HDFC_800212,2026-03-09 00:00:00,38063.87,CMS/RAZORPAY/UTR_HDFC_800212/ORD_INV_200212,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400213,UTR_HDFC_800213,2026-03-09 00:45:00,15387.84,CMS/RAZORPAY/UTR_HDFC_800213/ORD_INV_200213,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400214,UTR_HDFC_800212,2026-03-09 01:30:00,20193.07,CMS/RAZORPAY/UTR_HDFC_800214/ORD_INV_200214,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400215,UTR_HDFC_800215,2026-03-09 02:15:00,25269.97,CMS/RAZORPAY/UTR_HDFC_800215/ORD_INV_200215,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400216,UTR_HDFC_800216,2026-03-09 03:00:00,14213.04,CMS/RAZORPAY/UTR_HDFC_800216/ORD_INV_200216,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400217,UTR_HDFC_800217,2026-03-09 03:45:00,43432.9,CMS/RAZORPAY/UTR_HDFC_800217/ORD_INV_200217,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400218,UTR_HDFC_800218,2026-03-09 04:30:00,5845.61,CMS/RAZORPAY/UTR_HDFC_800218/ORD_INV_200218,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400219,UTR_HDFC_800219,2026-03-09 05:15:00,38453.17,CMS/RAZORPAY/UTR_HDFC_800219/ORD_INV_200219,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400220,UTR_HDFC_800220,2026-03-09 06:00:00,1010.83,CMS/RAZORPAY/UTR_HDFC_800220/ORD_INV_200220,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400221,UTR_HDFC_800221,2026-03-09 06:45:00,3603.97,CMS/RAZORPAY/UTR_HDFC_800221/ORD_INV_200221,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400222,UTR_HDFC_800222,2026-03-09 07:30:00,28672.2,CMS/RAZORPAY/UTR_HDFC_800222/ORD_INV_200222,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400223,UTR_HDFC_800223,2026-03-09 08:15:00,41938.65,CMS/RAZORPAY/UTR_HDFC_800223/ORD_INV_200223,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400224,UTR_HDFC_800224,2026-03-09 09:00:00,27260.66,CMS/RAZORPAY/UTR_HDFC_800224/ORD_INV_200224,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400225,UTR_HDFC_800225,2026-03-09 09:45:00,32897.97,CMS/RAZORPAY/UTR_HDFC_800225/ORD_INV_200225,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400226,UTR_HDFC_800226,2026-03-09 10:30:00,19684.46,CMS/RAZORPAY/UTR_HDFC_800226/ORD_INV_200226,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400227,UTR_HDFC_800227,2026-03-09 11:15:00,14483.26,CMS/RAZORPAY/UTR_HDFC_800227/ORD_INV_200227,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400228,UTR_HDFC_800228,2026-03-09 12:00:00,16683.41,CMS/RAZORPAY/UTR_HDFC_800228/ORD_INV_200228,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400229,UTR_HDFC_800229,2026-03-09 12:45:00,17328.48,CMS/RAZORPAY/UTR_HDFC_800229/ORD_INV_200229/REFUND_PARTIAL_7685.61,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400230,UTR_HDFC_800230,2026-03-09 13:30:00,3784.47,CMS/RAZORPAY/UTR_HDFC_800230/ORD_INV_200230,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400231,UTR_HDFC_800231,2026-03-09 14:15:00,22038.16,CMS/RAZORPAY/UTR_HDFC_800231/ORD_INV_200231,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400232,UTR_HDFC_800232,2026-03-09 15:00:00,20446.14,CMS/RAZORPAY/UTR_HDFC_800232/ORD_INV_200232,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400233,UTR_HDFC_800233,2026-03-09 15:45:00,29413.5,CMS/RAZORPAY/UTR_HDFC_800233/ORD_INV_200233,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400234,UTR_HDFC_800234,2026-03-09 16:30:00,3561.84,CMS/RAZORPAY/UTR_HDFC_800234/ORD_INV_200234,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400236,UTR_HDFC_800236,2026-03-09 18:00:00,37193.83,CMS/RAZORPAY/UTR_HDFC_800236/ORD_INV_200236,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400237,UTR_HDFC_800237,2026-03-09 18:45:00,4991.43,CMS/RAZORPAY/UTR_HDFC_800237/ORD_INV_200237,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400238,UTR_HDFC_800238,2026-03-09 19:30:00,25401.38,CMS/RAZORPAY/UTR_HDFC_800238/ORD_INV_200238,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400239,UTR_HDFC_800239,2026-03-09 20:15:00,12308.06,CMS/RAZORPAY/UTR_HDFC_800239/ORD_INV_200239,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400240,UTR_HDFC_800240,2026-03-09 21:00:00,36650.4,CMS/RAZORPAY/UTR_HDFC_800240/ORD_INV_200240,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400241,UTR_HDFC_800241,2026-03-09 21:45:00,9889.52,CMS/RAZORPAY/UTR_HDFC_800241/ORD_INV_200241,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400242,UTR_HDFC_800242,2026-03-09 22:30:00,29889.74,CMS/RAZORPAY/UTR_HDFC_800242/ORD_INV_200242,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400243,UTR_HDFC_800243,2026-03-09 23:15:00,13810.05,CMS/RAZORPAY/UTR_HDFC_800243/ORD_INV_200243,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400244,UTR_HDFC_800244,2026-03-10 00:00:00,32269.88,CMS/RAZORPAY/UTR_HDFC_800244/ORD_INV_200244,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400245,UTR_HDFC_800245,2026-03-10 00:45:00,32929.11,CMS/RAZORPAY/UTR_HDFC_800245/ORD_INV_200245,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400246,UTR_HDFC_800246,2026-03-10 01:30:00,34630.76,CMS/RAZORPAY/UTR_HDFC_800246/ORD_INV_200246,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400247,UTR_HDFC_800247,2026-03-10 02:15:00,36547.24,CMS/RAZORPAY/UTR_HDFC_800247/ORD_INV_200247,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400248,UTR_HDFC_800248,2026-03-10 03:00:00,32888.94,CMS/RAZORPAY/UTR_HDFC_800248/ORD_INV_200248,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400249,UTR_HDFC_800249,2026-03-10 03:45:00,42320.3,CMS/RAZORPAY/UTR_HDFC_800249/ORD_INV_200249,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400250,UTR_HDFC_800250,2026-03-10 04:30:00,42511.08,CMS/RAZORPAY/UTR_HDFC_800250/ORD_INV_200250,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400251,UTR_HDFC_800251,2026-03-10 05:15:00,34812.52,CMS/RAZORPAY/UTR_HDFC_800251/ORD_INV_200251,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400252,UTR_HDFC_800252,2026-03-10 06:00:00,20168.72,CMS/RAZORPAY/UTR_HDFC_800252/ORD_INV_200252,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400253,UTR_HDFC_800253,2026-03-10 06:45:00,36196.05,CMS/RAZORPAY/UTR_HDFC_800253/ORD_INV_200253,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400254,UTR_HDFC_800254,2026-03-10 07:30:00,20896.36,CMS/RAZORPAY/UTR_HDFC_800254/ORD_INV_200254,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400255,UTR_HDFC_800255,2026-03-10 08:15:00,40243.48,CMS/RAZORPAY/UTR_HDFC_800255/ORD_INV_200255,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400256,UTR_HDFC_800256,2026-03-10 09:00:00,39987.65,CMS/RAZORPAY/UTR_HDFC_800256/ORD_INV_200256,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400257,UTR_HDFC_800257,2026-03-10 09:45:00,6435.49,CMS/RAZORPAY/UTR_HDFC_800257/ORD_INV_200257,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400258,UTR_HDFC_800258,2026-03-10 10:30:00,5004.15,CMS/RAZORPAY/UTR_HDFC_800258/ORD_INV_200258/CB_RESERVE_HOLD,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400259,UTR_HDFC_800259,2026-03-10 11:15:00,17285.25,CMS/RAZORPAY/UTR_HDFC_800259/ORD_INV_200259,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400260,UTR_HDFC_800260,2026-03-10 12:00:00,25947.58,CMS/RAZORPAY/UTR_HDFC_800260/ORD_INV_200260,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400261,UTR_HDFC_800261,2026-03-10 12:45:00,36687.64,CMS/RAZORPAY/UTR_HDFC_800261/ORD_INV_200261,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400262,UTR_HDFC_800262,2026-03-10 13:30:00,1768.04,CMS/RAZORPAY/UTR_HDFC_800262/ORD_INV_200262,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400263,UTR_HDFC_800263,2026-03-10 14:15:00,19728.82,CMS/RAZORPAY/UTR_HDFC_800263/ORD_INV_200263,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400264,UTR_HDFC_800264,2026-03-10 15:00:00,43106.52,CMS/RAZORPAY/UTR_HDFC_800264/ORD_INV_200264,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400265,UTR_HDFC_800265,2026-03-10 15:45:00,2981.5,CMS/RAZORPAY/UTR_HDFC_800265/ORD_INV_200265,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400266,UTR_HDFC_800266,2026-03-10 16:30:00,41715.06,CMS/RAZORPAY/UTR_HDFC_800266/ORD_INV_200266,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400267,UTR_HDFC_800267,2026-03-10 17:15:00,28317.65,CMS/RAZORPAY/UTR_HDFC_800267/ORD_INV_200267,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400268,UTR_HDFC_800268,2026-03-10 18:00:00,34643.04,CMS/RAZORPAY/UTR_HDFC_800268/ORD_INV_200268,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400269,UTR_HDFC_800269,2026-03-10 18:45:00,3332.88,CMS/RAZORPAY/UTR_HDFC_800269/ORD_INV_200269,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400270,UTR_HDFC_800270,2026-03-10 19:30:00,35787.81,CMS/RAZORPAY/UTR_HDFC_800270/ORD_INV_200270,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400271,UTR_HDFC_800271,2026-03-10 20:15:00,34723.65,CMS/RAZORPAY/UTR_HDFC_800271/ORD_INV_200271,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400272,UTR_HDFC_800272,2026-03-10 21:00:00,37765.03,CMS/RAZORPAY/UTR_HDFC_800272/ORD_INV_200272,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400273,UTR_HDFC_800273,2026-03-10 21:45:00,35153.96,CMS/RAZORPAY/UTR_HDFC_800273/ORD_INV_200273,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400275,UTR_HDFC_800275,2026-03-10 23:15:00,1029.74,CMS/RAZORPAY/UTR_HDFC_800275/ORD_INV_200275,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400276,UTR_HDFC_800276,2026-03-11 00:00:00,32677.88,CMS/RAZORPAY/UTR_HDFC_800276/ORD_INV_200276,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400277,UTR_HDFC_800277,2026-03-11 00:45:00,21104.28,CMS/RAZORPAY/UTR_HDFC_800277/ORD_INV_200277,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400278,UTR_HDFC_800278,2026-03-11 01:30:00,20047.48,CMS/RAZORPAY/UTR_HDFC_800278/ORD_INV_200278,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400279,UTR_HDFC_800279,2026-03-11 02:15:00,31465.87,CMS/RAZORPAY/UTR_HDFC_800279/ORD_INV_200279/CORP_INTL_CARD_3.5PCT,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400280,UTR_HDFC_800280,2026-03-11 03:00:00,28388.99,CMS/RAZORPAY/UTR_HDFC_800280/ORD_INV_200280,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400281,UTR_HDFC_800281,2026-03-11 03:45:00,37280.78,CMS/RAZORPAY/UTR_HDFC_800281/ORD_INV_200281,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400282,UTR_HDFC_800282,2026-03-11 04:30:00,31399.78,CMS/RAZORPAY/UTR_HDFC_800282/ORD_INV_200282,Axis Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400283,UTR_HDFC_800283,2026-03-11 05:15:00,14384.6,CMS/RAZORPAY/UTR_HDFC_800283/ORD_INV_200283,HDFC Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400284,UTR_HDFC_800284,2026-03-11 06:00:00,12331.4,CMS/RAZORPAY/UTR_HDFC_800284/ORD_INV_200284,ICICI Bank Ltd,XXXX-XXXX-8921
BNK_TXN_400285,UTR_HDFC_800285,2026-03-11 06:45:00,16947.74,CMS/RAZORPAY/UTR_HDFC_800285/ORD_INV_200285,State Bank of India,XXXX-XXXX-8921
BNK_TXN_400286,UTR_HDFC_800286,2026-03-11 07:30:00,20122.03,CMS/RAZORPAY/UTR_HDFC_800286/ORD_INV_200286,State Bank of India,XXXX-XXXX-8921
